age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
14932,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,United-States,>50K
20211,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
2841,Adult,Local-gov,Prof-school,Divorced,Prof-specialty,Unmarried,Black,Female,Standard Full-time Work,United-States,<=50K
45131,Young Adult,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
26573,Teen,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,Reduced Full-time Work,United-States,<=50K
8404,Adult,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
40579,Elderly,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,Part-time Work,United-States,<=50K
47956,Adult,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,Part-time Work,France,<=50K
21196,Teen,Private,10th,Never-married,Other-service,Own-child,White,Female,Part-time Work,United-States,<=50K
38048,Middle-aged Adult,Self-emp-inc,HS-grad,Divorced,Sales,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
38874,Middle-aged Adult,Private,Some-college,Divorced,Sales,Not-in-family,Black,Female,Standard Full-time Work,United-States,<=50K
8259,Teen,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
43192,Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,United-States,>50K
15123,Young Adult,Private,9th,Never-married,Craft-repair,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
39771,Middle-aged Adult,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Standard Full-time Work,United-States,<=50K
13481,Teen,State-gov,Some-college,Never-married,Other-service,Own-child,Black,Male,Reduced Full-time Work,United-States,<=50K
25499,Young Adult,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Overtime Work,United-States,<=50K
39446,Middle-aged Adult,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,Standard Full-time Work,United-States,<=50K
2026,Adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,>50K
24655,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,Standard Full-time Work,United-States,<=50K
35397,Teen,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
28971,Middle-aged Adult,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,El-Salvador,<=50K
22080,Adult,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
3016,Adult,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,<=50K
45989,Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
25503,Adult,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,United-States,>50K
48335,Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Overtime Work,United-States,<=50K
24145,Teen,Private,Some-college,Never-married,Sales,Own-child,Other,Female,Reduced Full-time Work,United-States,<=50K
41749,Middle-aged Adult,Private,HS-grad,Divorced,Other-service,Other-relative,White,Female,Extreme Overwork,United-States,<=50K
26314,Adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
27803,Adult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,Part-time Work,United-States,<=50K
17274,Adult,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
4834,Elderly,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
28490,Adult,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,Reduced Full-time Work,United-States,<=50K
8177,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
15700,Adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Extended Work Hours,United-States,<=50K
38795,Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
41789,Teen,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
29334,Young Adult,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,Overtime Work,United-States,<=50K
17072,Young Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
42235,Middle-aged Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
8081,Young Adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
31356,Middle-aged Adult,Private,Masters,Widowed,Sales,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
37524,Young Adult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,Standard Full-time Work,United-States,<=50K
12041,Teen,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
33714,Adult,Private,Masters,Married-civ-spouse,Other-service,Wife,White,Female,Extended Work Hours,United-States,>50K
45150,Middle-aged Adult,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Part-time Work,United-States,<=50K
21119,Middle-aged Adult,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
20780,Young Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,Hong,>50K
33538,Middle-aged Adult,Self-emp-not-inc,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,Heavy Overtime,United-States,>50K
30555,Young Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extreme Overwork,United-States,<=50K
28201,Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,Reduced Full-time Work,United-States,>50K
9331,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
11282,Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
14384,Middle-aged Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,Extended Work Hours,United-States,>50K
2490,Adult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,Extended Work Hours,United-States,<=50K
43067,Young Adult,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
36012,Middle-aged Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
7856,Young Adult,Local-gov,Assoc-acdm,Widowed,Prof-specialty,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
37483,Young Adult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,<=50K
4345,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
46942,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,>50K
30389,Middle-aged Adult,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,Mexico,<=50K
45032,Adult,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Standard Full-time Work,El-Salvador,<=50K
30357,Adult,Local-gov,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
10670,Elderly,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,Part-time Work,United-States,<=50K
10795,Adult,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
24629,Middle-aged Adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,United-States,<=50K
43765,Young Adult,Private,HS-grad,Never-married,Sales,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
25287,Middle-aged Adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,Extended Work Hours,United-States,>50K
24978,Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
13053,Teen,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,Black,Female,Standard Full-time Work,United-States,<=50K
15029,Young Adult,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Part-time Work,United-States,<=50K
47433,Young Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
24133,Young Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
31991,Adult,Self-emp-inc,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
40844,Adult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,>50K
7869,Adult,Federal-gov,10th,Separated,Craft-repair,Not-in-family,White,Male,Overtime Work,United-States,<=50K
2010,Young Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
13452,Teen,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
37767,Young Adult,Private,HS-grad,Separated,Protective-serv,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
14432,Teen,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
30342,Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
26806,Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,Overtime Work,United-States,>50K
45261,Young Adult,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,Standard Full-time Work,Iran,<=50K
32867,Young Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
4730,Middle-aged Adult,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
20018,Young Adult,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
28649,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,Greece,<=50K
28077,Young Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
41533,Teen,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
7091,Adult,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,Standard Full-time Work,United-States,<=50K
34353,Young Adult,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
42178,Teen,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,<=50K
22309,Young Adult,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Wife,Black,Female,Standard Full-time Work,United-States,>50K
28396,Young Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Extended Work Hours,United-States,<=50K
20294,Teen,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
37027,Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,>50K
40433,Young Adult,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
7500,Young Adult,Self-emp-not-inc,Some-college,Separated,Farming-fishing,Not-in-family,White,Male,Overtime Work,United-States,<=50K
41692,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Overtime Work,United-States,>50K
19874,Middle-aged Adult,Local-gov,HS-grad,Married-spouse-absent,Transport-moving,Other-relative,White,Female,Reduced Full-time Work,United-States,<=50K
31093,Adult,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
29336,Adult,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
21434,Middle-aged Adult,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,Standard Full-time Work,United-States,<=50K
18484,Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
39712,Young Adult,Private,Bachelors,Separated,Sales,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
44642,Young Adult,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Standard Full-time Work,United-States,<=50K
12187,Middle-aged Adult,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,Reduced Full-time Work,United-States,<=50K
11878,Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
7182,Teen,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
36986,Middle-aged Adult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,Standard Full-time Work,United-States,>50K
11787,Young Adult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,Part-time Work,United-States,<=50K
2315,Middle-aged Adult,Private,Some-college,Widowed,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
16466,Middle-aged Adult,Federal-gov,Assoc-voc,Divorced,Farming-fishing,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
29963,Young Adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,Standard Full-time Work,United-States,<=50K
5888,Middle-aged Adult,Local-gov,9th,Never-married,Adm-clerical,Other-relative,White,Male,Standard Full-time Work,United-States,<=50K
3377,Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,<=50K
23800,Middle-aged Adult,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,Part-time Work,United-States,<=50K
17711,Teen,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
1444,Middle-aged Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Overtime Work,United-States,>50K
25118,Middle-aged Adult,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Standard Full-time Work,China,<=50K
31046,Adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,Heavy Overtime,United-States,<=50K
2354,Teen,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
33345,Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,<=50K
35258,Adult,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
30108,Teen,Private,Some-college,Never-married,Sales,Own-child,White,Male,Part-time Work,United-States,<=50K
36767,Adult,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
25542,Young Adult,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
22411,Elderly,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
40618,Adult,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,Extended Work Hours,United-States,<=50K
36824,Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
7965,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
38038,Middle-aged Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
32302,Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,>50K
8611,Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
32187,Teen,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,Part-time Work,United-States,<=50K
15498,Middle-aged Adult,Local-gov,7th-8th,Never-married,Other-service,Unmarried,Black,Female,Standard Full-time Work,United-States,<=50K
19885,Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Extended Work Hours,United-States,<=50K
18832,Elderly,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
25062,Young Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,<=50K
1250,Middle-aged Adult,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
40149,Middle-aged Adult,Local-gov,11th,Married-civ-spouse,Other-service,Husband,White,Male,Standard Full-time Work,United-States,<=50K
35133,Young Adult,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,<=50K
12837,Elderly,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,>50K
31737,Middle-aged Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Reduced Full-time Work,United-States,<=50K
29871,Adult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,Extended Work Hours,United-States,>50K
38411,Young Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,>50K
800,Adult,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
11244,Young Adult,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
42444,Middle-aged Adult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
38192,Adult,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Other,Male,Standard Full-time Work,Mexico,<=50K
19669,Teen,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,Reduced Full-time Work,United-States,<=50K
6630,Teen,Private,Some-college,Married-spouse-absent,Sales,Own-child,Black,Female,Part-time Work,United-States,<=50K
9919,Young Adult,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,Heavy Overtime,Cuba,<=50K
40761,Adult,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
14303,Young Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
15439,Young Adult,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
38073,Young Adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,Overtime Work,United-States,<=50K
23513,Teen,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
9586,Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,<=50K
18767,Adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
11320,Young Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Overtime Work,United-States,<=50K
180,Adult,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Reduced Full-time Work,United-States,>50K
7960,Young Adult,Private,Some-college,Never-married,Other-service,Other-relative,White,Male,Standard Full-time Work,Nicaragua,<=50K
26752,Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,Standard Full-time Work,United-States,>50K
6829,Teen,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,Part-time Work,United-States,<=50K
14889,Adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
38844,Young Adult,Private,Some-college,Separated,Other-service,Unmarried,White,Female,Reduced Full-time Work,United-States,<=50K
16940,Teen,Private,11th,Never-married,Other-service,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
6641,Teen,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,Standard Full-time Work,United-States,<=50K
18793,Young Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
7196,Young Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,Reduced Full-time Work,United-States,<=50K
25419,Middle-aged Adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
42750,Adult,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
1114,Young Adult,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,Standard Full-time Work,United-States,<=50K
30253,Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,Standard Full-time Work,United-States,<=50K
26634,Middle-aged Adult,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
35625,Young Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Standard Full-time Work,United-States,<=50K
44139,Adult,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,Overtime Work,United-States,>50K
30213,Adult,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,Standard Full-time Work,United-States,<=50K
45875,Middle-aged Adult,Private,1st-4th,Widowed,Prof-specialty,Not-in-family,White,Female,Part-time Work,Mexico,<=50K
10338,Middle-aged Adult,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,Reduced Full-time Work,United-States,<=50K
40376,Adult,Local-gov,HS-grad,Separated,Other-service,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
32644,Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Extended Work Hours,United-States,>50K
43866,Adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,Extended Work Hours,United-States,>50K
5559,Adult,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,Standard Full-time Work,United-States,<=50K
46412,Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,Portugal,>50K
47032,Middle-aged Adult,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Standard Full-time Work,United-States,>50K
21874,Middle-aged Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,>50K
9742,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,<=50K
36387,Adult,Local-gov,11th,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,Extended Work Hours,United-States,<=50K
54,Adult,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,Overtime Work,United-States,<=50K
11977,Adult,Local-gov,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
41459,Teen,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,Reduced Full-time Work,United-States,<=50K
37930,Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,<=50K
25921,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Extended Work Hours,United-States,<=50K
27694,Young Adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,<=50K
42908,Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Extended Work Hours,United-States,>50K
20040,Young Adult,Private,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,Heavy Overtime,United-States,<=50K
24370,Middle-aged Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,Reduced Full-time Work,United-States,<=50K
13183,Adult,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Reduced Full-time Work,Mexico,<=50K
9572,Teen,Private,11th,Never-married,Other-service,Unmarried,Black,Female,Reduced Full-time Work,United-States,<=50K
10762,Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Heavy Overtime,United-States,<=50K
25632,Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
17879,Young Adult,State-gov,12th,Married-civ-spouse,Tech-support,Wife,White,Female,Standard Full-time Work,United-States,>50K
28339,Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Extended Work Hours,United-States,>50K
14425,Teen,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Reduced Full-time Work,United-States,<=50K
23647,Adult,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,Standard Full-time Work,United-States,<=50K
46629,Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,>50K
30554,Teen,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
39327,Teen,Private,12th,Never-married,Prof-specialty,Not-in-family,White,Female,Reduced Full-time Work,United-States,<=50K
27927,Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Standard Full-time Work,United-States,<=50K
6354,Young Adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
45833,Middle-aged Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Standard Full-time Work,United-States,>50K
20263,Young Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
15485,Middle-aged Adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,Standard Full-time Work,United-States,<=50K
9805,Young Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,Reduced Full-time Work,United-States,<=50K
44427,Adult,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,Standard Full-time Work,United-States,<=50K
47159,Adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,Standard Full-time Work,United-States,>50K
47954,Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Standard Full-time Work,United-States,<=50K
40599,Adult,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Overtime Work,United-States,<=50K
8217,Young Adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,Reduced Full-time Work,United-States,<=50K
